satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1565,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1619,1,3,1,2,5,1,4,5,4,4,2,1,3,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco Plus,1911,1,3,1,2,4,1,4,4,2,5,2,3,3,4,22,19
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1758,5,3,5,3,2,2,3,3,3,5,3,5,3,1,30,15
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1611,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2035,1,3,1,2,5,1,3,5,5,4,1,3,3,5,92,100
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1349,1,3,1,2,1,1,1,1,1,3,1,5,1,1,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1601,1,3,1,2,2,1,3,2,4,4,2,4,3,2,51,49
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1753,1,3,1,2,2,1,4,2,3,4,2,4,4,2,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1360,5,3,5,3,3,1,3,4,4,5,4,1,4,1,51,48
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,233,5,3,5,3,3,3,3,5,5,5,5,1,5,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1978,5,3,5,3,5,5,5,5,2,4,3,3,3,5,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1102,1,3,1,2,5,1,5,5,2,3,3,2,2,5,29,18
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,814,1,3,1,2,1,1,1,1,3,5,2,3,3,1,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,125,5,3,5,3,2,5,5,2,1,1,3,1,3,2,127,123
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco Plus,1301,1,3,1,2,5,1,5,5,4,2,2,4,4,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1531,1,3,1,2,2,1,2,2,1,4,2,2,2,2,10,24
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1582,5,3,5,3,1,5,1,1,3,3,2,4,2,1,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,4087,1,3,1,3,1,5,5,4,3,1,3,5,1,5,18,23
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,4023,1,3,1,3,1,3,3,2,4,4,3,3,3,3,29,33
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2600,5,3,5,3,3,5,3,3,4,2,3,1,5,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3726,5,3,5,3,4,5,4,4,2,5,3,4,4,4,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,4009,1,3,1,3,1,5,1,3,1,4,4,1,4,1,3,28
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,4287,1,3,1,3,1,4,4,3,1,2,3,4,1,4,160,165
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,4127,1,3,1,3,1,3,3,3,4,4,4,3,4,3,9,42
satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,2502,5,3,5,4,1,5,4,1,1,4,3,2,3,1,2,37
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,3752,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,79
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,3491,1,3,1,3,1,5,5,1,5,3,4,5,2,5,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3552,1,3,1,3,1,1,1,1,2,3,3,2,4,1,30,23
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,2476,5,3,5,4,3,5,4,3,4,3,5,3,1,3,0,18
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,4017,5,3,5,4,3,2,1,3,3,5,4,3,3,4,8,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,3507,1,3,1,3,2,1,2,2,1,1,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,3883,1,3,1,3,1,1,1,1,3,3,3,5,3,1,9,6
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,3853,5,3,5,4,2,4,3,3,3,5,3,1,3,1,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,3728,5,3,5,4,4,5,4,4,1,4,3,2,4,4,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,3362,1,3,1,3,1,1,1,1,2,5,3,4,4,1,11,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3528,5,3,5,4,2,3,3,1,1,5,1,4,1,2,5,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2842,5,3,5,4,4,2,4,1,1,5,1,1,1,3,32,9
satisfied,Female,Loyal Customer,55,Personal Travel,Eco Plus,1985,5,3,5,4,5,5,5,5,4,4,3,3,3,5,18,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,1935,5,3,5,4,3,3,3,4,4,5,4,1,4,2,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1825,5,3,5,4,4,5,5,4,4,1,4,2,3,4,1,16
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3107,5,3,5,5,3,5,3,3,5,3,2,3,3,3,45,30
dissatisfied,Male,Loyal Customer,14,Personal Travel,Business,2435,1,3,1,3,3,1,4,3,4,4,3,2,3,3,42,91
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3245,5,4,0,3,4,0,4,4,3,5,4,1,3,4,118,103
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2929,1,3,1,3,3,1,3,3,3,2,2,3,3,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2927,5,4,0,3,2,0,2,2,5,5,5,5,4,2,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1529,5,4,0,3,4,4,4,3,3,0,3,5,3,5,8,10
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2849,1,3,1,3,3,1,2,3,4,3,3,4,3,3,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Business,2813,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,1501,5,4,0,4,1,1,2,1,1,0,1,5,1,1,10,10
dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,3100,1,3,1,3,3,1,3,3,3,1,2,3,3,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2915,1,3,1,3,2,1,2,2,2,5,2,3,4,2,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1433,5,4,0,4,2,0,1,2,1,5,5,3,1,2,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1386,5,4,0,4,3,0,1,3,4,2,5,4,5,3,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1284,5,4,0,4,2,4,5,1,1,0,1,5,1,4,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1261,5,4,1,1,3,3,5,3,3,1,3,1,3,2,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1216,5,4,1,3,3,1,3,3,3,5,1,2,5,3,23,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2821,5,4,2,1,5,2,4,3,3,2,3,1,3,1,44,39
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1959,1,3,1,3,2,1,2,2,2,1,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2065,1,3,1,3,3,1,3,3,3,1,4,3,3,3,90,70
satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,2666,5,4,4,1,2,4,3,2,4,5,4,4,4,2,23,5
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2546,1,3,1,3,2,1,2,2,3,5,4,2,4,2,5,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1236,5,4,4,2,3,5,5,3,3,4,3,3,3,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2013,5,4,4,3,1,4,1,1,4,2,3,3,4,1,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco Plus,1151,5,4,4,4,5,4,5,5,2,4,3,1,3,5,31,32
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2724,1,3,1,3,1,1,1,1,2,4,1,1,2,1,13,21
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1898,1,3,1,3,5,1,5,5,3,1,4,3,3,5,8,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2688,5,4,4,4,2,4,4,1,1,4,2,3,1,4,8,0
satisfied,Female,Loyal Customer,21,Personal Travel,Business,2211,5,4,4,4,5,4,5,5,3,4,4,5,4,5,31,33
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1109,5,4,4,5,5,4,5,5,5,3,4,4,4,5,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,1117,5,4,5,1,4,5,1,3,3,5,3,2,3,4,0,1
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1091,5,4,5,1,1,5,1,1,5,5,4,2,3,1,0,1
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2821,1,3,1,3,2,1,4,2,2,4,3,1,4,2,4,24
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1966,1,3,1,3,3,1,3,3,1,1,4,4,3,3,0,3
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2256,5,4,5,1,3,5,3,3,3,4,4,5,5,3,3,1
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2549,5,4,5,1,2,5,4,5,5,5,4,5,5,5,16,18
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1063,5,4,5,1,2,4,5,4,4,5,3,4,4,5,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,1050,5,4,5,1,3,5,3,3,3,5,5,4,4,3,3,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1771,5,4,5,1,4,4,5,4,4,5,4,5,4,5,33,27
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1033,5,4,5,1,2,5,2,2,3,2,5,4,5,2,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2499,5,4,5,1,1,1,5,4,4,5,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2815,1,3,1,3,3,1,3,3,5,5,5,2,3,3,0,37
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1725,5,4,5,1,4,4,4,5,5,5,5,4,5,4,9,54
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2158,1,3,1,3,4,1,4,4,2,5,4,2,4,4,1,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Business,983,1,3,1,3,5,3,3,4,4,1,4,4,4,1,0,67
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2221,5,4,5,1,4,5,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,1976,1,3,1,3,3,1,3,3,1,2,4,4,4,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,985,5,4,5,1,1,5,1,1,5,4,4,4,4,1,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1673,1,3,1,3,4,1,4,4,2,3,3,3,3,4,2,8
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2341,1,3,1,3,2,1,2,2,2,2,4,2,3,2,120,108
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2320,5,4,5,1,3,5,5,1,1,5,1,4,1,4,0,0
dissatisfied,Female,Loyal Customer,48,Personal Travel,Business,2776,1,3,1,3,1,2,2,3,5,2,2,2,4,2,306,299
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2243,1,3,1,3,1,1,1,1,4,4,1,1,3,1,0,24
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2119,5,4,5,1,2,4,4,4,4,5,4,3,4,3,0,8
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,952,5,4,5,1,4,5,4,4,5,3,4,5,5,4,11,2
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1582,5,4,5,1,4,5,4,4,3,5,4,4,4,4,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2261,5,4,5,1,5,5,5,5,5,4,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2065,1,3,1,3,4,1,3,4,3,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2090,5,4,5,1,2,5,2,2,3,2,5,5,4,2,10,1
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,888,5,4,5,1,4,5,4,4,3,3,5,5,4,4,44,52
satisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,2066,5,4,5,1,1,5,2,5,5,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2248,1,3,1,3,1,1,1,1,5,4,2,2,4,1,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2277,1,3,1,3,4,1,4,4,3,4,5,5,3,4,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2127,1,3,1,3,1,1,1,1,1,5,1,2,2,1,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,907,5,4,5,1,2,5,2,2,5,3,5,3,5,2,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1997,1,3,1,3,1,1,3,1,3,4,3,2,3,1,2,10
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2293,1,3,1,3,3,1,3,3,2,1,1,1,4,3,39,36
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,877,5,4,5,1,3,5,3,3,4,4,5,3,4,3,2,14
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,878,5,4,5,2,5,4,4,3,4,3,4,4,5,4,17,3
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,860,5,4,5,2,4,5,4,2,2,5,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,2426,1,3,1,3,4,1,4,4,2,4,2,2,1,4,66,59
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,869,5,4,5,2,2,4,4,2,5,4,5,3,5,2,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1992,1,3,1,3,2,1,2,2,2,2,5,3,3,2,0,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1873,1,3,1,3,5,1,3,5,1,3,3,2,3,5,28,22
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1791,5,4,5,2,1,5,1,1,1,4,4,4,2,1,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,863,5,4,5,2,4,5,4,4,4,3,4,3,5,4,2,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1801,5,4,5,2,4,5,5,4,5,3,5,5,4,4,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1957,5,4,5,2,2,4,2,2,4,2,5,4,5,2,17,8
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2048,1,3,1,3,1,1,1,1,3,2,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2101,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,812,5,4,5,2,5,5,5,1,1,4,1,5,1,3,56,43
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2706,1,3,1,3,4,1,4,4,3,2,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1943,1,3,1,3,4,1,4,4,1,2,3,1,4,4,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,1902,5,4,5,2,4,5,4,4,1,2,2,1,5,4,63,44
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2043,1,3,1,3,2,1,2,2,3,2,3,2,4,2,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2219,5,4,5,2,5,5,5,5,4,5,5,4,5,5,1,1
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2161,1,3,1,3,1,1,4,1,2,3,3,3,4,1,1,3
dissatisfied,Male,Loyal Customer,61,Personal Travel,Business,735,1,3,1,3,3,4,1,5,5,1,1,4,5,2,18,40
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,2279,1,3,1,3,5,1,5,5,2,2,3,1,2,5,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1795,1,3,1,3,5,1,5,5,1,4,3,2,3,5,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2125,5,4,5,2,3,5,4,4,4,5,1,5,4,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2048,1,3,1,3,5,1,1,5,4,2,3,1,2,5,17,5
satisfied,Female,Loyal Customer,43,Personal Travel,Business,741,5,4,5,2,4,4,5,3,3,5,3,4,3,4,3,8
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2259,1,3,1,3,1,1,1,1,3,3,1,4,5,1,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1993,1,3,1,3,1,1,1,1,5,3,3,5,2,1,17,73
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2284,1,3,1,3,3,1,3,3,2,5,2,4,4,3,27,9
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2610,5,4,5,2,2,5,4,1,1,5,1,4,1,4,20,17
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1940,1,3,1,3,3,1,1,3,2,5,3,3,3,3,128,127
dissatisfied,Male,Loyal Customer,42,Personal Travel,Business,667,1,3,1,3,2,3,4,1,1,1,1,4,1,4,0,15
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1767,5,4,5,2,5,5,5,5,5,3,5,5,5,5,45,37
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1563,5,4,5,2,4,4,4,2,2,5,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1989,1,3,1,3,5,1,3,5,4,4,2,2,2,5,15,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,665,5,4,5,2,2,2,3,2,2,5,2,1,2,5,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,682,5,4,5,2,5,5,5,5,4,4,5,4,5,5,73,85
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,669,5,4,5,2,5,5,5,5,3,3,5,3,5,5,0,0
dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco,2500,1,3,1,3,1,1,1,1,4,3,4,1,4,1,151,158
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1289,1,3,1,3,5,1,5,5,1,1,4,2,3,5,2,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,603,5,4,5,2,1,1,4,5,5,5,5,3,5,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2024,5,4,5,2,2,5,2,2,3,4,4,4,4,2,0,7
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2165,1,3,1,3,4,1,4,4,4,1,4,2,4,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2261,5,4,5,2,1,5,1,1,1,2,4,2,4,1,0,6
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,608,5,4,5,2,2,5,5,4,4,5,4,4,4,3,18,14
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,636,5,4,5,2,1,5,1,1,3,4,5,4,4,1,24,20
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1699,5,4,5,2,2,5,2,2,3,2,5,3,5,2,26,18
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,638,5,4,5,2,3,5,3,3,5,3,1,2,3,3,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,618,5,4,5,2,2,5,2,2,5,3,2,4,2,2,0,5
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2395,1,3,1,3,4,1,4,4,2,3,2,3,3,4,30,16
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2033,1,3,1,3,1,1,1,1,5,2,4,1,3,1,49,57
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1825,1,3,1,3,1,1,1,1,1,3,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco Plus,1302,1,3,1,3,3,1,3,3,5,5,2,3,5,3,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco Plus,1752,1,3,1,3,1,1,1,1,2,1,2,4,4,1,60,48
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2026,5,4,5,2,3,5,3,3,4,5,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1257,1,3,1,3,3,1,1,3,3,4,3,4,3,3,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1953,5,4,5,2,1,5,1,1,3,5,2,2,3,1,7,14
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1774,1,3,1,3,5,1,5,5,2,3,2,1,2,5,124,111
satisfied,Female,Loyal Customer,16,Personal Travel,Business,1813,5,4,5,2,4,5,4,2,2,5,2,3,2,3,0,10
dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,2045,1,3,1,3,1,4,4,2,1,3,4,4,4,4,92,150
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco Plus,2132,1,3,1,3,1,1,1,3,1,3,2,1,1,1,205,240
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1207,1,3,1,3,4,1,4,4,1,5,3,3,3,4,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,553,5,4,5,2,4,5,4,2,2,5,2,4,2,3,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,563,5,4,5,2,4,4,5,4,4,5,4,3,4,3,42,28
satisfied,Female,Loyal Customer,57,Personal Travel,Business,538,5,4,5,2,4,5,5,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,543,5,4,5,2,3,5,3,3,5,1,1,2,1,3,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco Plus,2013,5,4,5,2,3,5,4,3,3,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,517,5,4,5,3,5,5,4,5,4,4,4,2,1,5,19,31
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,548,5,4,5,3,4,4,4,3,4,4,4,4,2,4,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,2093,1,3,1,3,4,1,4,4,3,3,3,1,3,4,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1245,5,4,5,3,5,2,2,5,2,4,5,2,4,2,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2141,1,3,1,3,5,1,5,5,3,2,2,5,1,5,22,49
dissatisfied,Male,Loyal Customer,16,Personal Travel,Business,2031,1,3,1,3,1,1,1,1,3,3,4,3,3,1,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,498,5,4,5,3,5,2,2,3,2,4,5,2,3,2,7,14
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1693,1,3,1,3,3,1,3,3,4,2,1,5,2,3,26,29
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1633,5,4,5,3,2,4,5,3,3,5,3,3,3,3,1,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco Plus,1966,1,3,1,3,1,1,1,1,5,1,3,2,3,1,0,1
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2471,5,4,5,3,2,4,5,2,2,5,2,5,2,5,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1419,5,4,5,3,5,4,4,4,4,5,5,5,4,5,104,126
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1412,1,3,1,3,4,1,4,4,4,5,3,2,3,4,34,50
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1951,1,3,1,3,4,1,4,4,5,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,523,5,4,5,3,3,4,5,5,5,5,4,5,5,5,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,485,5,4,5,3,4,5,1,4,4,2,4,3,3,4,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1776,1,3,1,3,3,1,3,3,2,4,2,1,2,3,48,46
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1909,5,4,5,3,3,5,3,3,2,5,3,2,3,3,73,72
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2108,1,3,1,3,2,1,2,2,1,5,4,3,3,2,82,78
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1738,5,4,5,3,4,5,1,4,4,2,3,1,1,4,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1434,1,3,1,3,3,1,3,3,1,3,2,4,4,3,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1547,1,3,1,3,5,1,1,5,2,1,4,2,3,5,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1892,5,4,5,3,3,5,3,3,5,5,4,4,4,3,11,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1951,1,3,1,3,4,1,4,4,4,5,4,4,3,4,5,40
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1488,1,3,1,3,4,1,4,4,1,2,5,2,4,4,7,26
satisfied,Female,Loyal Customer,12,Personal Travel,Eco Plus,1572,5,4,5,3,5,5,5,5,4,4,5,5,4,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1652,5,4,5,3,1,5,1,1,5,2,2,2,3,1,0,5
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco Plus,1291,1,3,1,3,2,1,2,2,3,4,2,2,3,2,73,48
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,440,5,4,5,3,5,5,5,5,2,2,4,1,3,5,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Business,451,5,4,5,3,3,5,1,3,3,3,2,3,3,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1665,1,3,1,3,3,1,3,3,4,3,4,2,3,3,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,434,5,4,5,3,3,5,5,3,2,3,4,2,4,3,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1404,5,4,5,3,5,5,5,5,5,3,5,4,4,5,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,2082,1,3,1,3,5,1,3,5,3,2,3,1,4,5,3,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1477,1,3,1,3,5,1,2,5,1,1,4,1,3,5,35,17
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1947,1,3,1,3,2,1,2,2,1,3,4,4,3,2,102,101
satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,1162,5,4,5,3,5,4,4,1,1,5,1,3,1,4,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco Plus,1459,5,4,5,3,2,4,5,1,1,5,1,3,1,5,0,0
